price,total,transaction_date,type,units_traded
37192000,725244,2023-05-30 20:02:10,0,0.0195
37192000,907484,2023-05-30 20:02:12,0,0.0244
37205000,398093,2023-05-30 20:02:13,0,0.0107
37194000,293832,2023-05-30 20:02:13,1,0.0079
37196000,3243491,2023-05-30 20:02:15,1,0.0872
37189000,1770196,2023-05-30 20:02:26,1,0.0476
37189000,725185,2023-05-30 20:02:26,0,0.0195
37189000,981789,2023-05-30 20:02:27,0,0.0264
37187000,100404,2023-05-30 20:02:30,1,0.0027
37186000,602413,2023-05-30 20:02:30,1,0.0162
37188000,3763425,2023-05-30 20:02:34,1,0.1012
37187000,706553,2023-05-30 20:02:39,1,0.019
37187000,725146,2023-05-30 20:02:59,0,0.0195
37196000,3113305,2023-05-30 20:03:00,0,0.0837
37198000,1394925,2023-05-30 20:03:00,0,0.0375
37187000,78092,2023-05-30 20:03:00,0,0.0021
37189000,141318,2023-05-30 20:03:00,0,0.0038
37199000,2255124,2023-05-30 20:03:00,0,0.06062326
37183000,1167546,2023-05-30 20:03:24,1,0.0314
37188000,1673460,2023-05-30 20:03:39,1,0.045
37194000,282674,2023-05-30 20:03:47,0,0.0076
37195000,238048,2023-05-30 20:03:47,0,0.0064
37186000,743720,2023-05-30 20:04:01,1,0.02
37196000,725322,2023-05-30 20:04:09,0,0.0195
37196000,122746,2023-05-30 20:04:09,0,0.0033
37203000,104168,2023-05-30 20:04:21,1,0.0028
37205000,364609,2023-05-30 20:04:37,0,0.0098
37211000,855853,2023-05-30 20:04:57,0,0.023
37214000,286547,2023-05-30 20:04:58,0,0.0077
37218000,1585486,2023-05-30 20:04:58,0,0.0426
37212000,811221,2023-05-30 20:04:58,0,0.0218
37218000,2508493,2023-05-30 20:04:58,0,0.0674
37207000,360907,2023-05-30 20:05:03,1,0.0097
37209000,1525569,2023-05-30 20:05:18,1,0.040999999999999995
37217000,148868,2023-05-30 20:05:28,0,0.004
37218000,4771347,2023-05-30 20:05:28,0,0.1282
37218000,4920219,2023-05-30 20:05:34,0,0.1322
37218000,4920219,2023-05-30 20:05:40,0,0.1322
37210000,22326,2023-05-30 20:05:41,1,0.0006
37218000,2746688,2023-05-30 20:05:43,0,0.0738
37218000,200977,2023-05-30 20:05:43,0,0.0054
37212000,44654,2023-05-30 20:05:45,1,0.0012
37218000,3018379,2023-05-30 20:05:45,0,0.0811
37219000,1094238,2023-05-30 20:05:45,0,0.0294
37219000,11165,2023-05-30 20:05:47,0,0.0003
37219000,725770,2023-05-30 20:05:48,0,0.0195
37219000,1150067,2023-05-30 20:05:49,0,0.0309
37217000,7443,2023-05-30 20:05:58,1,0.0002
37219000,401965,2023-05-30 20:06:05,0,0.0108
37219000,1150067,2023-05-30 20:06:07,0,0.0309
37228000,160080,2023-05-30 20:06:11,0,0.0043
37223000,212171,2023-05-30 20:06:21,1,0.0057
37227000,919506,2023-05-30 20:06:23,0,0.0247
37225000,1760742,2023-05-30 20:06:28,1,0.0473
37228000,335052,2023-05-30 20:06:43,0,0.009000000000000001
37228000,383448,2023-05-30 20:06:51,0,0.0103
37233000,364883,2023-05-30 20:06:51,0,0.0098
37189000,1770196,2023-05-30 20:02:26,1,0.0476
37189000,725185,2023-05-30 20:02:26,0,0.0195
37228000,383448,2023-05-30 20:06:51,0,0.0103
37233000,364883,2023-05-30 20:06:51,0,0.0098
37235000,1794727,2023-05-30 20:07:37,1,0.0482
37240000,100548,2023-05-30 20:07:45,0,0.0027
37240000,536256,2023-05-30 20:07:53,0,0.0144
37231000,1049914,2023-05-30 20:07:55,1,0.0282
37240000,752248,2023-05-30 20:08:08,0,0.0202
37240000,145036,2023-05-30 20:08:21,0,0.00389465
37240000,3724000,2023-05-30 20:08:31,0,0.1
37240000,1809864,2023-05-30 20:08:44,0,0.0486
37240000,6204184,2023-05-30 20:08:45,0,0.1666
37240000,199,2023-05-30 20:08:47,0,5.35e-06
37252000,4183399,2023-05-30 20:09:11,1,0.1123
37249000,726355,2023-05-30 20:09:17,1,0.0195
37250000,3725000,2023-05-30 20:09:26,1,0.1
37249000,55873,2023-05-30 20:09:26,1,0.0015
37249000,3546104,2023-05-30 20:09:35,1,0.0952
37244000,1176910,2023-05-30 20:09:37,1,0.0316
37186000,743720,2023-05-30 20:04:01,1,0.02
37244000,1176910,2023-05-30 20:09:37,1,0.0316
37244000,685289,2023-05-30 20:09:38,1,0.0184
37241000,2115089,2023-05-30 20:09:39,1,0.05679465
37240000,3820824,2023-05-30 20:09:39,1,0.1026
37234000,726063,2023-05-30 20:09:39,1,0.0195
37234000,726063,2023-05-30 20:09:41,1,0.0195
37234000,2271274,2023-05-30 20:09:42,1,0.061
37232000,726024,2023-05-30 20:09:43,0,0.0195
37232000,726024,2023-05-30 20:09:45,0,0.0195
37231000,2673185,2023-05-30 20:09:48,1,0.0718
37226000,725907,2023-05-30 20:09:52,1,0.0195
37226000,390873,2023-05-30 20:09:53,1,0.0105
37225000,3722,2023-05-30 20:09:53,1,0.0001
37224000,796593,2023-05-30 20:09:53,1,0.0214
37223000,1001298,2023-05-30 20:09:54,0,0.0269
37219000,725770,2023-05-30 20:09:54,1,0.0195
37219000,390799,2023-05-30 20:09:56,1,0.0105
37220000,718346,2023-05-30 20:10:01,0,0.0193
37222000,454108,2023-05-30 20:10:01,0,0.0122
37222000,1172493,2023-05-30 20:10:12,1,0.0315
37232000,1165361,2023-05-30 20:10:34,0,0.0313
37232000,4922070,2023-05-30 20:10:40,0,0.1322
37232000,726024,2023-05-30 20:10:40,0,0.0195
37225000,874787,2023-05-30 20:10:41,1,0.0235
37226000,290362,2023-05-30 20:10:41,1,0.0078
37232000,726024,2023-05-30 20:10:41,0,0.0195
37232000,398382,2023-05-30 20:10:49,0,0.0107
37232000,230838,2023-05-30 20:10:49,0,0.0062
37232000,2453588,2023-05-30 20:10:49,0,0.0659
37233000,521262,2023-05-30 20:10:51,1,0.013999999999999999
37233000,1150499,2023-05-30 20:10:55,1,0.0309
37242000,2394660,2023-05-30 20:10:59,0,0.0643
37245000,2260771,2023-05-30 20:11:03,0,0.0607
37238000,379827,2023-05-30 20:11:06,1,0.0102
37238000,193637,2023-05-30 20:11:12,1,0.0052
37238000,2379508,2023-05-30 20:11:15,1,0.0639
37235000,1794727,2023-05-30 20:07:37,1,0.0482
37238000,2379508,2023-05-30 20:11:15,1,0.0639
37249000,3210863,2023-05-30 20:11:37,1,0.0862
37257000,7451,2023-05-30 20:11:37,0,0.0002
37241000,11172,2023-05-30 20:11:39,1,0.0003
37253000,81956,2023-05-30 20:12:19,0,0.0022
37253000,186265,2023-05-30 20:12:25,0,0.005
37240000,681492,2023-05-30 20:12:32,1,0.0183
37242000,44690,2023-05-30 20:12:32,1,0.0012
37240000,3042508,2023-05-30 20:12:32,1,0.0817
37237000,4665796,2023-05-30 20:13:10,1,0.1253
37242000,3724,2023-05-30 20:13:16,0,0.0001
37242000,502767,2023-05-30 20:13:17,1,0.0135
37232000,1176531,2023-05-30 20:13:20,1,0.0316
37232000,111696,2023-05-30 20:13:26,1,0.003
37244000,1847302,2023-05-30 20:13:33,0,0.0496
37245000,283062,2023-05-30 20:13:43,0,0.0076
37247000,450688,2023-05-30 20:13:45,1,0.0121
37253000,4924846,2023-05-30 20:13:49,1,0.1322
37253000,167638,2023-05-30 20:13:51,1,0.0045
37240000,3820824,2023-05-30 20:09:39,1,0.1026
37253000,167638,2023-05-30 20:13:51,1,0.0045
37245000,219745,2023-05-30 20:13:56,1,0.0059
37253000,3725,2023-05-30 20:14:00,0,0.0001
37255000,115490,2023-05-30 20:14:01,0,0.0031
37257000,5219705,2023-05-30 20:14:01,0,0.1401
37257000,726511,2023-05-30 20:14:02,0,0.0195
37257000,4683204,2023-05-30 20:14:02,0,0.1257
37264000,525422,2023-05-30 20:14:09,0,0.0141
37257000,622191,2023-05-30 20:14:11,1,0.0167
37268000,3808789,2023-05-30 20:14:12,0,0.1022
37269000,3726,2023-05-30 20:14:12,0,0.0001
37261000,745220,2023-05-30 20:14:13,1,0.02
37265000,320479,2023-05-30 20:14:16,1,0.0086
37272000,1192704,2023-05-30 20:14:32,1,0.032
37265000,503077,2023-05-30 20:14:50,1,0.0135
37264000,93160,2023-05-30 20:14:51,1,0.0025
37263000,633471,2023-05-30 20:14:51,1,0.017
37263000,1397362,2023-05-30 20:14:53,1,0.0375
37263000,3726,2023-05-30 20:14:53,1,0.0001
37263000,629744,2023-05-30 20:14:53,1,0.0169
37263000,2969861,2023-05-30 20:14:56,0,0.0797
37269000,3726,2023-05-30 20:15:20,0,0.0001
37270000,495691,2023-05-30 20:15:26,1,0.0133
37276000,480860,2023-05-30 20:15:29,1,0.0129
37272000,1386518,2023-05-30 20:15:41,1,0.0372
37272000,3727,2023-05-30 20:15:45,1,0.0001
37272000,1408881,2023-05-30 20:15:45,1,0.0378
37269000,495677,2023-05-30 20:15:47,1,0.0133
37256000,610998,2023-05-30 20:15:51,1,0.0164
37263000,4251708,2023-05-30 20:15:52,1,0.1141
37258000,242177,2023-05-30 20:15:56,1,0.0065
37258000,4720588,2023-05-30 20:16:30,1,0.1267
37258000,499257,2023-05-30 20:16:46,0,0.0134
37257000,3725,2023-05-30 20:16:47,1,0.0001
37250000,994575,2023-05-30 20:16:47,1,0.0267
37250000,14900,2023-05-30 20:16:54,1,0.0004
37250000,830675,2023-05-30 20:17:00,1,0.0223
37256000,100591,2023-05-30 20:17:04,0,0.0027
37253000,4187237,2023-05-30 20:17:09,0,0.1124
37249000,3724,2023-05-30 20:17:15,1,0.0001
37247000,197409,2023-05-30 20:17:15,1,0.0053
37250000,22350,2023-05-30 20:17:15,1,0.0006
37256000,48432,2023-05-30 20:17:15,0,0.0013
37240000,681492,2023-05-30 20:12:32,1,0.0183
37240000,3042508,2023-05-30 20:12:32,1,0.0817
37237000,4665796,2023-05-30 20:13:10,1,0.1253
37242000,3724,2023-05-30 20:13:16,0,0.0001
37256000,48432,2023-05-30 20:17:15,0,0.0013
37247000,197409,2023-05-30 20:17:15,1,0.0053
37256000,4925243,2023-05-30 20:17:15,1,0.1322
37250000,22350,2023-05-30 20:17:15,1,0.0006
37249000,3724,2023-05-30 20:17:15,1,0.0001
37256000,871790,2023-05-30 20:17:16,1,0.0234
37256000,100591,2023-05-30 20:17:17,1,0.0027
37256000,398639,2023-05-30 20:17:19,1,0.0107
37256000,2116140,2023-05-30 20:17:21,1,0.0568
37245000,283062,2023-05-30 20:13:43,0,0.0076
37256000,2116140,2023-05-30 20:17:21,1,0.0568
37256000,5335059,2023-05-30 20:17:22,1,0.1432
37256000,8065924,2023-05-30 20:17:22,1,0.2165
37256000,704138,2023-05-30 20:17:22,1,0.0189
37256000,294322,2023-05-30 20:17:23,1,0.0079
37256000,972381,2023-05-30 20:17:24,1,0.0261
37256000,473151,2023-05-30 20:17:30,1,0.0127
37257000,3725,2023-05-30 20:17:36,0,0.0001
37258000,722805,2023-05-30 20:17:36,0,0.0194
37256000,398639,2023-05-30 20:17:37,1,0.0107
37256000,6776866,2023-05-30 20:17:43,1,0.1819
37256000,726492,2023-05-30 20:17:43,1,0.0195
37256000,1803190,2023-05-30 20:17:45,1,0.0484
37256000,4925243,2023-05-30 20:17:45,1,0.1322
37256000,301773,2023-05-30 20:17:48,1,0.0081
37258000,726531,2023-05-30 20:17:59,0,0.0195
37257000,499243,2023-05-30 20:18:06,1,0.0134
37256000,320401,2023-05-30 20:18:06,1,0.0086
37256000,726492,2023-05-30 20:18:08,1,0.0195
37256000,3513240,2023-05-30 20:18:09,1,0.0943
37256000,3386570,2023-05-30 20:18:11,1,0.0909
37258000,312967,2023-05-30 20:18:11,0,0.0084
37256000,413541,2023-05-30 20:18:12,1,0.0111
37260000,432216,2023-05-30 20:18:15,1,0.0116
37267000,402483,2023-05-30 20:18:16,0,0.0108
37263000,1091805,2023-05-30 20:18:20,1,0.0293
37269000,1937988,2023-05-30 20:18:22,1,0.052000000000000005
37269000,726745,2023-05-30 20:18:35,0,0.0195
37269000,726745,2023-05-30 20:18:37,0,0.0195
37266000,2690605,2023-05-30 20:18:54,1,0.0722
37264000,1620984,2023-05-30 20:19:19,1,0.0435
37269000,633573,2023-05-30 20:19:19,0,0.017
37270000,3727,2023-05-30 20:19:19,0,0.0001
37270000,2362918,2023-05-30 20:19:29,1,0.0634
37270000,3548104,2023-05-30 20:19:30,1,0.0952
37270000,100629,2023-05-30 20:19:32,1,0.0027
37270000,808759,2023-05-30 20:19:48,1,0.0217
37270000,1401352,2023-05-30 20:19:52,1,0.0376
37270000,559050,2023-05-30 20:20:01,1,0.015
37276000,59713,2023-05-30 20:20:04,0,0.00160194
37270000,1036106,2023-05-30 20:20:07,1,0.0278
37269000,3726,2023-05-30 20:20:07,1,0.0001
37267000,1639748,2023-05-30 20:20:07,1,0.044000000000000004
37266000,913017,2023-05-30 20:20:07,1,0.0245
37266000,1393748,2023-05-30 20:20:11,1,0.0374
37270000,7454,2023-05-30 20:20:14,0,0.0002
37266000,1419834,2023-05-30 20:20:20,1,0.0381
37266000,5336491,2023-05-30 20:20:20,0,0.1432
37266000,1449647,2023-05-30 20:20:20,0,0.0389
37269000,1781458,2023-05-30 20:20:33,0,0.0478
37270000,29816,2023-05-30 20:20:41,0,0.0008
37270000,726765,2023-05-30 20:20:50,1,0.0195
37269000,3726,2023-05-30 20:20:52,1,0.0001
37270000,365246,2023-05-30 20:20:52,1,0.0098
37268000,357772,2023-05-30 20:20:52,1,0.0096
37268000,726726,2023-05-30 20:20:54,1,0.0195
37268000,4926829,2023-05-30 20:20:55,1,0.1322
37268000,398767,2023-05-30 20:20:55,1,0.0107
37268000,5336777,2023-05-30 20:20:56,1,0.1432
37268000,726726,2023-05-30 20:20:56,1,0.0195
37268000,8068522,2023-05-30 20:21:03,1,0.2165
37268000,346592,2023-05-30 20:21:06,1,0.0093
37268000,219881,2023-05-30 20:21:11,1,0.0059
37268000,316778,2023-05-30 20:21:11,1,0.0085
37268000,216154,2023-05-30 20:21:12,0,0.0058
37269000,2910708,2023-05-30 20:21:12,0,0.0781
37269000,4326930,2023-05-30 20:21:13,1,0.1161
37260000,2317572,2023-05-30 20:21:16,1,0.0622
37260000,2801952,2023-05-30 20:21:16,1,0.0752
37260000,2105190,2023-05-30 20:21:19,1,0.0565
37260000,1315278,2023-05-30 20:21:22,1,0.0353
37260000,3129840,2023-05-30 20:21:22,1,0.084
37260000,693036,2023-05-30 20:21:24,1,0.0186
37267000,4375145,2023-05-30 20:21:27,0,0.1174
37260000,432216,2023-05-30 20:18:15,1,0.0116
37267000,4375145,2023-05-30 20:21:27,0,0.1174
37274000,3727,2023-05-30 20:21:30,0,0.0001
37274000,723115,2023-05-30 20:21:31,1,0.0194
37276000,391325,2023-05-30 20:21:31,0,0.01049806
37266000,1203691,2023-05-30 20:21:45,1,0.0323
37266000,562716,2023-05-30 20:21:50,1,0.0151
37284000,3001362,2023-05-30 20:21:52,0,0.0805
37266000,63352,2023-05-30 20:21:52,1,0.0017
37265000,3726,2023-05-30 20:21:56,1,0.0001
37266000,3063265,2023-05-30 20:21:56,1,0.0822
37264000,2101689,2023-05-30 20:21:56,1,0.0564
37282000,54999,2023-05-30 20:21:58,0,0.00147524
37270000,3548104,2023-05-30 20:19:30,1,0.0952
37282000,54999,2023-05-30 20:21:58,0,0.00147524
37266000,1196238,2023-05-30 20:22:01,1,0.0321
37267000,976395,2023-05-30 20:22:05,1,0.0262
37274000,3895133,2023-05-30 20:22:11,1,0.1045
37267000,927948,2023-05-30 20:22:12,1,0.0249
37267000,1199997,2023-05-30 20:22:15,1,0.0322
37265000,1825985,2023-05-30 20:22:16,1,0.049
37266000,1900566,2023-05-30 20:22:16,1,0.051
37264000,1304240,2023-05-30 20:22:16,1,0.035
37267000,726706,2023-05-30 20:22:17,0,0.0195
37264000,3282958,2023-05-30 20:22:19,1,0.0881
37267000,469564,2023-05-30 20:22:19,0,0.0126
37267000,126707,2023-05-30 20:22:31,1,0.0034
37262000,3308865,2023-05-30 20:22:31,1,0.0888
37260000,2019492,2023-05-30 20:22:33,1,0.0542
37260000,678132,2023-05-30 20:22:34,1,0.0182
37269000,3298306,2023-05-30 20:22:59,1,0.0885
37277000,398863,2023-05-30 20:23:23,0,0.0107
37277000,3727,2023-05-30 20:23:23,0,0.0001
37278000,3727,2023-05-30 20:23:33,0,0.0001
37280000,525648,2023-05-30 20:23:33,0,0.0141
37278000,726921,2023-05-30 20:23:39,1,0.0195
37278000,264673,2023-05-30 20:23:40,1,0.0071
37278000,726921,2023-05-30 20:23:41,1,0.0195
37281000,85746,2023-05-30 20:23:42,0,0.0023
37283000,414528,2023-05-30 20:23:42,0,0.01111843
37278000,1334552,2023-05-30 20:23:43,1,0.0358
37268000,8068522,2023-05-30 20:21:03,1,0.2165
37278000,1334552,2023-05-30 20:23:43,1,0.0358
37285000,3728,2023-05-30 20:23:49,0,0.0001
37278000,316863,2023-05-30 20:23:52,1,0.0085
37275000,2687527,2023-05-30 20:23:52,1,0.0721
37274000,443560,2023-05-30 20:23:57,0,0.0119
37274000,3727,2023-05-30 20:23:57,1,0.0001
37289000,299249,2023-05-30 20:23:57,0,0.00802515
37280000,3906944,2023-05-30 20:24:06,0,0.1048
37273000,793914,2023-05-30 20:24:16,1,0.0213
37271000,1997725,2023-05-30 20:25:03,1,0.0536
37273000,726823,2023-05-30 20:25:05,0,0.0195
37273000,726823,2023-05-30 20:25:08,0,0.0195
37273000,1341828,2023-05-30 20:25:09,0,0.036000000000000004
37260000,693036,2023-05-30 20:21:24,1,0.0186
37273000,1341828,2023-05-30 20:25:09,0,0.036000000000000004
37275000,600127,2023-05-30 20:25:11,1,0.0161
37269000,1315595,2023-05-30 20:25:31,1,0.0353
37270000,152807,2023-05-30 20:25:31,1,0.0041
37269000,3492105,2023-05-30 20:25:31,1,0.0937
37267000,383850,2023-05-30 20:25:37,1,0.0103
37276000,3951256,2023-05-30 20:25:45,0,0.106
37260000,4035258,2023-05-30 20:26:04,1,0.1083
37260000,201204,2023-05-30 20:26:20,1,0.0054
37260000,201204,2023-05-30 20:26:21,1,0.0054
37269000,29815,2023-05-30 20:26:24,0,0.0008
37265000,3726,2023-05-30 20:21:56,1,0.0001
37269000,29815,2023-05-30 20:26:24,0,0.0008
37265000,2623456,2023-05-30 20:26:37,1,0.0704
37269000,495677,2023-05-30 20:26:45,1,0.0133
37260000,104328,2023-05-30 20:26:58,1,0.0028
37259000,3725,2023-05-30 20:27:39,1,0.0001
37260000,21413322,2023-05-30 20:27:39,1,0.5747
37256000,1043168,2023-05-30 20:27:39,1,0.027999999999999997
37268000,2493229,2023-05-30 20:27:41,0,0.0669
37260000,994842,2023-05-30 20:27:50,1,0.0267
37256000,163926,2023-05-30 20:27:50,1,0.0044
37256000,719040,2023-05-30 20:27:59,1,0.0193
37255000,1896279,2023-05-30 20:27:59,1,0.0509
37254000,1143697,2023-05-30 20:27:59,1,0.0307
37268000,767720,2023-05-30 20:28:03,0,0.0206
37259000,1434471,2023-05-30 20:28:04,1,0.0385
37253000,70780,2023-05-30 20:28:15,1,0.0019
37252000,3725,2023-05-30 20:28:38,1,0.0001
37247000,1676115,2023-05-30 20:28:38,1,0.045
37248000,3169804,2023-05-30 20:29:04,1,0.0851
37247000,726316,2023-05-30 20:29:05,0,0.0195
37250000,983400,2023-05-30 20:29:11,0,0.0264
37245000,22347,2023-05-30 20:29:29,1,0.0006
37252000,260764,2023-05-30 20:29:32,1,0.006999999999999999
37247000,953523,2023-05-30 20:29:56,1,0.0256
37250000,3721275,2023-05-30 20:30:02,0,0.0999
37252000,726414,2023-05-30 20:30:02,1,0.0195
37251000,268207,2023-05-30 20:30:02,1,0.0072
37247000,849231,2023-05-30 20:30:06,1,0.0228
37247000,186235,2023-05-30 20:30:10,1,0.005
37253000,100583,2023-05-30 20:30:58,0,0.0027
37254000,3725,2023-05-30 20:30:58,0,0.0001
37255000,294314,2023-05-30 20:30:58,0,0.0079
37255000,2853733,2023-05-30 20:30:58,0,0.0766
37265000,9999,2023-05-30 20:31:05,0,0.00026834
37258000,7451,2023-05-30 20:31:12,1,0.0002
37266000,2828489,2023-05-30 20:31:21,1,0.0759
37270000,3727,2023-05-30 20:31:22,0,0.0001
37271000,52179,2023-05-30 20:31:22,0,0.0014
37277000,1334516,2023-05-30 20:31:41,0,0.0358
37276000,1163011,2023-05-30 20:32:06,1,0.0312
37266000,100618,2023-05-30 20:32:10,1,0.0027
37263000,394987,2023-05-30 20:32:10,1,0.0106
37263000,398714,2023-05-30 20:32:11,1,0.0107
37272000,11181,2023-05-30 20:32:15,0,0.0003
37270000,2012580,2023-05-30 20:32:18,0,0.054000000000000006
37269000,1088254,2023-05-30 20:32:24,0,0.0292
37262000,4501249,2023-05-30 20:32:29,1,0.1208
37269000,637299,2023-05-30 20:32:34,0,0.0171
37273000,2993021,2023-05-30 20:33:14,0,0.0803
37261000,726589,2023-05-30 20:33:18,1,0.0195
37261000,622258,2023-05-30 20:33:20,1,0.0167
37256000,4955048,2023-05-30 20:33:20,1,0.133
37254000,96860,2023-05-30 20:33:21,0,0.0026
37247000,983320,2023-05-30 20:33:36,1,0.0264
37254000,726453,2023-05-30 20:33:40,1,0.0195
37260000,2667816,2023-05-30 20:33:53,0,0.0716
37260000,298080,2023-05-30 20:33:57,1,0.008
37261000,439679,2023-05-30 20:34:02,1,0.0118
37275000,3727,2023-05-30 20:34:21,0,0.0001
37283000,402656,2023-05-30 20:34:33,0,0.0108
37284000,3728,2023-05-30 20:34:36,0,0.0001
37291000,22374,2023-05-30 20:34:36,0,0.0006
37283000,473494,2023-05-30 20:34:44,0,0.0127
37289000,1868178,2023-05-30 20:35:09,0,0.0501
37290000,223740,2023-05-30 20:35:09,0,0.006
37291000,3729,2023-05-30 20:35:09,0,0.0001
37300000,8075450,2023-05-30 20:35:19,0,0.2165
37300000,4931060,2023-05-30 20:35:20,0,0.1322
37300000,727350,2023-05-30 20:35:21,0,0.0195
37297000,2051335,2023-05-30 20:35:22,1,0.055
37300000,816870,2023-05-30 20:35:23,0,0.0219
37295000,1950528,2023-05-30 20:35:24,1,0.0523
37300000,484900,2023-05-30 20:35:25,0,0.013000000000000001
37300000,813140,2023-05-30 20:35:29,0,0.0218
37298000,1600084,2023-05-30 20:35:29,0,0.0429
37300000,1536760,2023-05-30 20:35:30,0,0.0412
37295000,634015,2023-05-30 20:35:35,1,0.017
37295000,727252,2023-05-30 20:35:36,1,0.0195
37300000,790760,2023-05-30 20:35:37,0,0.0212
37300000,7915060,2023-05-30 20:35:39,0,0.2122
37300000,1048130,2023-05-30 20:35:41,0,0.0281
37295000,607908,2023-05-30 20:35:42,1,0.0163
37294000,3729,2023-05-30 20:35:42,1,0.0001
37293000,115608,2023-05-30 20:35:42,1,0.0031
37298000,619146,2023-05-30 20:35:44,0,0.0166
37298000,3729,2023-05-30 20:35:45,0,0.0001
37298000,727311,2023-05-30 20:35:45,1,0.0195
37300000,1760560,2023-05-30 20:35:46,0,0.0472
37300000,3834440,2023-05-30 20:35:47,0,0.1028
37298000,555740,2023-05-30 20:35:47,1,0.0149
37290000,3729,2023-05-30 20:36:07,1,0.0001
37285000,2080503,2023-05-30 20:36:07,1,0.0558
37284000,249802,2023-05-30 20:36:07,1,0.0067
37298000,29838,2023-05-30 20:36:21,0,0.0008
37298000,33568,2023-05-30 20:36:24,0,0.0009
37283000,26098,2023-05-30 20:36:36,1,0.0007
37295000,4930399,2023-05-30 20:36:41,1,0.1322
37295000,4930399,2023-05-30 20:36:41,1,0.1322
37295000,3386386,2023-05-30 20:36:41,0,0.0908
37295000,8074367,2023-05-30 20:36:42,1,0.2165
37295000,2565896,2023-05-30 20:36:46,1,0.0688
37295000,14918,2023-05-30 20:36:50,1,0.0004
37286000,3079823,2023-05-30 20:36:50,1,0.0826
37294000,3729,2023-05-30 20:36:57,0,0.0001
37288000,1260334,2023-05-30 20:36:59,1,0.0338
37294000,7458,2023-05-30 20:37:05,0,0.0002
37294000,2323416,2023-05-30 20:37:06,0,0.0623
37296000,1868529,2023-05-30 20:37:06,0,0.0501
37284000,313185,2023-05-30 20:37:10,1,0.0084
37284000,11185,2023-05-30 20:37:15,1,0.0003
37286000,234901,2023-05-30 20:37:24,1,0.0063
37289000,618997,2023-05-30 20:37:32,1,0.0166
37291000,22374,2023-05-30 20:34:36,0,0.0006
37289000,618997,2023-05-30 20:37:32,1,0.0166
37289000,3259058,2023-05-30 20:37:33,1,0.0874
37289000,727135,2023-05-30 20:37:33,0,0.0195
37288000,335592,2023-05-30 20:37:39,1,0.009000000000000001
37289000,727135,2023-05-30 20:37:40,0,0.0195
37289000,212547,2023-05-30 20:37:42,0,0.0057
37289000,29831,2023-05-30 20:37:48,1,0.0008
37298000,354331,2023-05-30 20:37:48,0,0.0095
37289000,126782,2023-05-30 20:37:51,1,0.0034
37289000,2837692,2023-05-30 20:38:02,1,0.0761
37289000,458654,2023-05-30 20:38:04,1,0.0123
37289000,727135,2023-05-30 20:38:04,0,0.0195
37288000,18644,2023-05-30 20:38:04,1,0.0005
37288000,458642,2023-05-30 20:38:17,1,0.0123
37288000,727116,2023-05-30 20:38:18,0,0.0195
37300000,1536760,2023-05-30 20:35:30,0,0.0412
37288000,727116,2023-05-30 20:38:18,0,0.0195
37288000,727116,2023-05-30 20:38:20,0,0.0195
37285000,1845607,2023-05-30 20:38:21,0,0.0495
37287000,33558,2023-05-30 20:39:05,0,0.0009
37281000,726979,2023-05-30 20:39:10,1,0.0195
37281000,175220,2023-05-30 20:39:14,1,0.0047
37280000,3728,2023-05-30 20:39:14,1,0.0001
37278000,100650,2023-05-30 20:39:14,1,0.0027
37277000,406319,2023-05-30 20:39:14,1,0.0109
37284000,3691116,2023-05-30 20:39:15,0,0.099
37277000,726901,2023-05-30 20:39:22,0,0.0195
37275000,3727,2023-05-30 20:39:23,1,0.0001
37275000,726862,2023-05-30 20:39:23,0,0.0195
37275000,78277,2023-05-30 20:39:24,0,0.0021
37277000,4201117,2023-05-30 20:39:24,0,0.1127
37287000,596592,2023-05-30 20:39:28,0,0.016
37290000,3729,2023-05-30 20:36:07,1,0.0001
37287000,596592,2023-05-30 20:39:28,0,0.016
37276000,656057,2023-05-30 20:39:36,1,0.0176
37276000,383942,2023-05-30 20:39:39,1,0.0103
37276000,398853,2023-05-30 20:39:40,1,0.0107
37274000,96912,2023-05-30 20:39:42,1,0.0026
37274000,1539416,2023-05-30 20:39:43,1,0.0413
37280000,2773632,2023-05-30 20:40:05,1,0.0744
37286000,55929,2023-05-30 20:40:06,0,0.0015
37274000,1230042,2023-05-30 20:40:21,1,0.033
37287000,3236511,2023-05-30 20:40:24,0,0.0868
37286000,2427318,2023-05-30 20:40:24,0,0.0651
37289000,2336169,2023-05-30 20:40:24,0,0.06265037
37275000,1319535,2023-05-30 20:40:27,1,0.0354
37274000,2012796,2023-05-30 20:40:27,1,0.054000000000000006
37272000,1051070,2023-05-30 20:40:27,1,0.0282
37286000,3079823,2023-05-30 20:36:50,1,0.0826
37294000,3729,2023-05-30 20:36:57,0,0.0001
37288000,1260334,2023-05-30 20:36:59,1,0.0338
37274000,2012796,2023-05-30 20:40:27,1,0.054000000000000006
37272000,1051070,2023-05-30 20:40:27,1,0.0282
37275000,1319535,2023-05-30 20:40:27,1,0.0354
37281000,3992795,2023-05-30 20:40:29,1,0.1071
37280000,1759616,2023-05-30 20:40:33,0,0.0472
37280000,55920,2023-05-30 20:40:47,1,0.0015
37279000,3727,2023-05-30 20:40:47,1,0.0001
37272000,942981,2023-05-30 20:40:47,1,0.0253
37281000,3728,2023-05-30 20:40:52,0,0.0001
37286000,264730,2023-05-30 20:40:52,0,0.0071
37281000,495837,2023-05-30 20:41:05,1,0.0133
